"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","rt","stimulus","response","task","correct_response","attempts","correct","value","timed_out","task_condition","scene","scene_type","scene_index","scene_sp","scene_col"
"","","","","","html-keyboard-response","772","1224462","0.0-6.0-4.61","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","773","1225234","0.0-6.0-0.62","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","771","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","774","1225492","0.0-6.0-1.62","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","775","1225492","0.0-6.0-2.62","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","776","1230485","0.0-6.0-3.62","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","4991","[""img/stimuli/trial/stim_6_goalpos_12_negative.mp4""]","f","response","f","","true","","false","no","stim_6_goalpos_12_negative.mp4","stim_6_goalpos_","12","","no"
"","","","","","html-keyboard-response","777","1231986","0.0-6.0-4.62","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","778","1232895","0.0-6.0-0.63","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","908","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","779","1233146","0.0-6.0-1.63","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","780","1233147","0.0-6.0-2.63","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","781","1234387","0.0-6.0-3.63","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1239","[""img/stimuli/trial/stim_6_goalpos_5_negative.mp4""]","f","response","f","","true","","false","no","stim_6_goalpos_5_negative.mp4","stim_6_goalpos_","5","","no"
"","","","","","html-keyboard-response","782","1235893","0.0-6.0-4.63","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","783","1238637","0.0-6.0-0.64","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","2744","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","784","1238902","0.0-6.0-1.64","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","785","1238902","0.0-6.0-2.64","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","786","1239769","0.0-6.0-3.64","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","866","[""img/stimuli/trial/stim_6_goalpos_1_negative.mp4""]","f","response","f","","true","","false","no","stim_6_goalpos_1_negative.mp4","stim_6_goalpos_","1","","no"
"","","","","","html-keyboard-response","787","1241285","0.0-6.0-4.64","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","788","1248358","0.0-6.0-0.65","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","7072","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","789","1248862","0.0-6.0-1.65","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","790","1248862","0.0-6.0-2.65","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","791","1250384","0.0-6.0-3.65","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1521","[""img/stimuli/trial/stim_6_goalpos_10_negative.mp4""]","f","response","f","","true","","false","no","stim_6_goalpos_10_negative.mp4","stim_6_goalpos_","10","","no"
"","","","","","html-keyboard-response","792","1251885","0.0-6.0-4.65","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","793","1252532","0.0-6.0-0.66","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","647","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","794","1252785","0.0-6.0-1.66","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","795","1252785","0.0-6.0-2.66","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","796","1253695","0.0-6.0-3.66","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","909","[""img/stimuli/trial/stim_6_goalpos_4_negative.mp4""]","f","response","f","","true","","false","no","stim_6_goalpos_4_negative.mp4","stim_6_goalpos_","4","","no"
"","","","","","html-keyboard-response","797","1255229","0.0-6.0-4.66","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","798","1255880","0.0-6.0-0.67","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","651","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","799","1256643","0.0-6.0-1.67","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","800","1256644","0.0-6.0-2.67","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","801","1257906","0.0-6.0-3.67","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1261","[""img/stimuli/trial/stim_6_goalpos_1.mp4""]","j","response","j","","true","","false","yes","stim_6_goalpos_1.mp4","stim_6_goalpos_","1","","yes"
"","","","","","html-keyboard-response","802","1259421","0.0-6.0-4.67","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","803","1260033","0.0-6.0-0.68","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","612","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","804","1260789","0.0-6.0-1.68","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","805","1260789","0.0-6.0-2.68","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","806","1262432","0.0-6.0-3.68","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1642","[""img/stimuli/trial/stim_4_goalpos_10_negative.mp4""]","f","response","f","","true","","false","no","stim_4_goalpos_10_negative.mp4","stim_4_goalpos_","10","","no"
"","","","","","html-keyboard-response","807","1263942","0.0-6.0-4.68","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","808","1264624","0.0-6.0-0.69","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","682","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","809","1265134","0.0-6.0-1.69","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","810","1265134","0.0-6.0-2.69","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","811","1266691","0.0-6.0-3.69","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1555","[""img/stimuli/trial/stim_4_goalpos_9.mp4""]","f","response","j","","false","","false","yes","stim_4_goalpos_9.mp4","stim_4_goalpos_","9","","yes"
"","","","","","html-keyboard-response","812","1268203","0.0-6.0-4.69","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","813","1268710","0.0-6.0-0.70","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","507","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","814","1268973","0.0-6.0-1.70","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","815","1268974","0.0-6.0-2.70","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","816","1270224","0.0-6.0-3.70","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1249","[""img/stimuli/trial/stim_4_goalpos_0_negative.mp4""]","f","response","f","","true","","false","no","stim_4_goalpos_0_negative.mp4","stim_4_goalpos_","0","","no"
"","","","","","html-keyboard-response","817","1271725","0.0-6.0-4.70","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","818","1272425","0.0-6.0-0.71","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","699","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","819","1273428","0.0-6.0-1.71","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","820","1273428","0.0-6.0-2.71","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","821","1274579","0.0-6.0-3.71","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1150","[""img/stimuli/trial/stim_2_goalpos_1.mp4""]","j","response","j","","true","","false","yes","stim_2_goalpos_1.mp4","stim_2_goalpos_","1","","yes"
"","","","","","html-keyboard-response","822","1276081","0.0-6.0-4.71","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","823","1276838","0.0-6.0-0.72","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","756","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","824","1277850","0.0-6.0-1.72","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
